가맹점관리,,,,
,,,,
,가맹점명,업종명,전화,가맹점주소
,한솥도시락 논현초등학교옆점,한식,025175832,"서울 강남구 강남대로118길 34 （논현동, 에스에스빌리지）"
,한솥도시락도성초교점,한식,025561150,서울 강남구 대치동 907-12 102호
,한솥식당,한식,025416211,"서울 강남구 언주로134길 25, 지상 1층 （논현동）"
,한솥은마점,한식,025580662,"서울 강남구 도곡로 510 110（대치동,성창상가）"
,한양마트,할인점/슈퍼마켓,024456864,서울 강남구 자곡로 260 101호
,함가네일원동김밥,한식,0234122691,서울 강남구 양재대로55길 13 1층
,홍짜장,중식,024047720,"서울 강남구 광평로51길 8, 1층 105호 （수서동, 로얄프라자）"
,화천식당,한식,025447223,"서울 강남구 압구정로42길 30, 지상 1층 （신사동）"
,힐튼제과,제과점,025538126,"서울 강남구 언주로 317, 1층 5 （역삼동）"
,（양）동촌,한식,024074081,서울 송파구 새말로 169 （문정동）
,가츠몽,일식,024082010,서울 송파구 새말로 144 1층
,고궁,중식,024224455,"서울 송파구 송파대로36길 43, 2층 （송파동）"
,구이의정석,한식,024011010,"서울 송파구 거마로 65, 1층 （마천동, 극일빌딩）"
,국빈,중식,024006660,서울 송파구 문정로1길 5 （문정동）
,김밥나라,일반대중음식,024167377,서울 송파구 가락로 176 （송파동）
,김밥나라,일반대중음식,024308860,서울 송파구 거마로20길 23 （마천동）
,김밥사랑,한식,024151680,"서울 송파구 마천로 20, 1층 （방이동, 창암빌딩）"
,김밥천국,한식,024085957,서울 송파구 오금로 478 （거여동）
,꼬망 도시락카페,식품잡화,024672158,"서울 송파구 올림픽로12길 54, 나호 1층107호 （잠실동）"
,꼬모도 도시락카페,일반대중음식,024752165,"서울 송파구 삼학사로12길 9, 1층 101호 （석촌동）"
,꼬미로떼,한식,024710701,"서울 송파구 마천로51길 19, 1층 102호 （마천동）"
,낭낭김밥,한식,024233276,"서울 송파구 백제고분로 261, 1층 （삼전동）"
,동승각,중식,024082220,서울 송파구 동남로20길 21 （가락동）
,뚜레쥬르,제과점,024158595,서울 송파구 오금로31길 5 1층
,뚜레쥬르풍납현대（4）점,제과점,024880480,"서울 송파구 토성로 65, 110 111 （풍납동, 태양상가）"
,마더 （Mother）,한식,0222025233,"서울 송파구 오금로31길 27, 상가동 108호 （방이동, 코오롱아파트）"
,마미김밥,한식,024306475,"서울 송파구 송이로34길 59, 1층 101호 （문정동）"
,만세,중식,024062034,서울 송파구 송이로23길 30-5 （가락동）
,만수네냉면,일반대중음식,024012077,서울 송파구 송이로34길 4 지상1층（문정동）
,맛있는 김밥천국,한식,024438688,"서울 송파구 성내천로 212, 105호 삼정빌딩 （마천동）"
,머꾸더머꾸,한식,024099929,서울 송파구 새말로 169 지상1층 （문정동）
,명가정통수타,중식,024027022,서울 송파구 오금로59길 4 （거여동）
,버벅이네,한식,024074516,서울 송파구 성내천로 222 지하1층
,본 설렁탕（송파오금점）,한식,024434312,"서울 송파구 마천로 134, 1층 （오금동）"
,봉구스 밥버거,한식,024190079,"서울 송파구 가락로 156, 1층 5호 （송파동, 예빌딩）"
,봉구스밥버거,한식,024163979,"서울 송파구 백제고분로31길 2, 1층 103호 （삼전동）"
,빛과소금,일반대중음식,024031989,서울 송파구 오금로35길 17 현대아파트내지하층상가제3호
,삼전나루터,한식,024166369,서울 송파구 삼전로10길 33-1 （삼전동）
,서울송파장지역점 고봉민김밥인,일반대중음식,024491018,"서울 송파구 충민로2길 28, 2 동지상 1층 107 （장지동, 대진프라자）"
,수분식,한식,024014755,서울 송파구 거마로9길 24 103호（삼화빌딩）
,엄마분식,한식,024068520,서울 송파구 가락동 152-10번지 1층
,엄마사랑김밥,한식,07082022122,서울 송파구 거마로9길 11 지상1층（거여동）
,옐로우샤크인터내셔널 （주）,일반대중음식,022288145,서울 송파구 오금로31길 20 1층
,오시엔,중식,024485288,서울 송파구 송이로30길 9 문정동
,옥이네생고기,한식,024005220,서울 송파구 송이로31길 4-17 1층
,왕대박칼국수,한식,0211121111,서울 송파구 새말로 171 1층 106호
,왕짜장,중식,024035153,서울 송파구 성내천로 254 （마천동）
,우리김밥,한식,024172001,서울 송파구 올림픽로12길 29 （잠실동）
,윤아네촌국수,한식,024032061,"서울 송파구 문정로4길 22, 1층 （문정동, 동호빌딩）"
,이삭토스트,일반대중음식,024479937,"서울 송파구 토성로 65,1층 106호 （풍납동,태양상가）"
,이슬베이커리,제과점,024218549,"서울 송파구 마천로43길 7, 1층 （마천동）"
,장수설렁탕,한식,024151472,서울 송파구 백제고분로 148 （잠실동）
,정성한줄,한식,024148253,서울 송파구 충민로2길 28 1층 110호
,조은김밥,한식,0234317522,서울 송파구 백제고분로17길 43 1층 （잠실동）
,청해루,중식,024045586,"서울 송파구 거마로20길 17, 1층 （마천동, 남정빌딩）"
,파리바게뜨,제과점,024835853,서울 송파구 바람드리길 59 （풍납동）
,파리바게뜨 문정카페점,제과점,07042570365,서울 송파구 송이로 238 1층
,파리바게뜨 송파센뜨레빌점,제과점,024160444,서울 송파구 가락로 108 （석촌동）
,파리바게뜨 송파한양점,제과점,024240453,"서울 송파구 가락로 168, 1층 （송파동, 부성빌딩）"
,파리바게뜨 올림픽,제과점,024007844,"서울 송파구 양재대로 1222 90, 91호, 2층7호（방이동）"
,파리바게뜨마천점,제과점,024488662,서울 송파구 거마로 58 （마천동）
,파리바게뜨문정중앙점,제과점,024094076,서울 송파구 새말로 140 1층 지하1층
,파리바게뜨올림픽승리,제과점,024080081,서울 송파구 위례성대로 180 1층
,파리바게뜨장지역,제과점,024306662,"서울 송파구 충민로2길 28, 104 （장지동, 외1필지대진프라자2）"
,피자스쿨 마천점,패스트푸드,024489922,"서울 송파구 성내천로 218, 1층 （마천동）"
,한솥도시락 （잠실아시아선수촌점）,한식,024168373,"서울 송파구 백제고분로 131, 1층 （잠실동）"
,한솥도시락 방이시장점,한식,0222028880,"서울 송파구 백제고분로 465, 1층 （방이동, 남성빌딩）"
,한솥도시락일신여상점,한식,024158286,"서울 송파구 가락로 152, 지상 1층 （송파동）"
,황해도 순대,한식,024497717,"서울 송파구 송파대로28길 27, 성원상떼빌상가 101-107 （가락동）"
,훼밀리,한식,024065415,서울 송파구 마천2동 20-1번지 신동아상가 101호
,희서네떡볶이,한식,02231111,"서울 송파구 위례광장로 193 1층 106호 （장지동,대길프라자）"
,（주）꼬꼬CF,한식,024742494,서울 강동구 구천면로 248 1층
,100세짬뽕,중식,024851125,서울 강동구 상암로 150-1 1층 （천호동）
,2.5짜장,중식,024740205,서울 강동구 천호대로162길 34 207 이안강동
,구삼부대찌개,한식,024727729,서울 강동구 강동대로53길 12 1층
,김가네 김밥,한식,024283339,"서울 강동구 동남로81길 78, 1층 （고덕동）"
,김가네 암사2호점,한식,024293031,"서울 강동구 고덕로 140, 상가 110 （암사동, 현대대림아파트）"
,김가네김밥,한식,024725704,서울 강동구 천호2동 334-2번지 해송빌딩 104
,김밥사랑,한식,024869923,"서울 강동구 진황도로43길 13-12, 탑스위트상가 112 （길동）"
,김밥천국,일반대중음식,024412272,"서울 강동구 구천면로 424, 110 （명일동, 명일메가타운）"
,김재성 교동짬뽕,중식,024744473,"서울 강동구 구천면로 226, 1층 （천호동）"
,김한성짬뽕,중식,024770067,서울 강동구 길2동 336-4번지 102호
,꿀닭 명일점,일반대중음식,024535599,서울 강동구 구천면로 490 1층 （명일동）
,다래성,중식,024769293,서울 강동구 성내로5길 24 （성내동）
,다인토속음식점,한식,024282824,서울 강동구 양재대로 1622 （명일동）
,뚜레쥬르,제과점,024844531,"서울 강동구 명일로 166, 1층 （둔촌동, 의성빌딩）"
,뚜레쥬르,제과점,0211221111,"서울 강동구 양재대로 1355, 104호 105호 （성내동）"
,뚜레쥬르 （길동신명점）,제과점,024710099,서울 강동구 명일로 263-1 （길동）
,뚜레쥬르천호시장점,제과점,024855557,"서울 강동구 구천면로 250, 1층 （천호동, 신성빌딩）"
,뚱스밥버거,한식,0234270906,서울 강동구 아리수로97길 20 107호
,라베이크,제과점,024811208,"서울 강동구 고덕로62길 48 상가동 106호,109호"
,롯데리아 천호역,패스트푸드,024887165,"서울 강동구 올림픽로 654, 1층 2호 （천호동）"
,롯데리아천호역점,패스트푸드,027092040,서울 강동구 올림픽로 654 1층
,명성분식,한식,07082491061,"서울 강동구 천호대로219길 72, 101호 （상일동）"
,바다멸치국수,한식,024866115,서울 강동구 구천면로24길 15 1층（천호동）
,바비박스 강동점,한식,024357861,"서울 강동구 명일로 233, 1층 101호 （길동）"
,배부른 고릴라,한식,0211131111,서울 강동구 천호대로 1194 102호
,벌떼분식,한식,024428112,서울 강동구 아리수로76길 38 1층
,봉구스밥버거,한식,024295093,"서울 강동구 구천면로 502, 1층 （명일동）"
,부흥반점,중식,024840182,서울 강동구 올림픽로80길 37 （천호동）
,빠사시둔촌점,한식,024839289,"서울 강동구 명일로 171, 1층 （둔촌동）"
,빨간여우떡볶이,한식,024755389,서울 강동구 구천면로 250 （천호동）
,빵이가득한집,제과점,024358771,"서울 강동구 천호대로162길 68, （성내동）"
,빵이야기（Bread&Story）,제과점,0260823400,서울 강동구 올림픽로77길 14 빵이야기 （천호동）
,숯불갈비집,한식,024411366,"서울 강동구 고덕로 99, 지층 （암사동）"
,신김밥천국,한식,024417422,"서울 강동구 아리수로 427 （강일동, 중앙프라자）"
,암사양지파리바게뜨-배송비,제과점,0234278200,서울 강동구 고덕로 102 （암사동）
,얌샘,일반대중음식,0222918842,"서울 강동구 상암로 41, 130 131호 （암사동, 암사동양덱스빌）"
,양자강,중식,0234272847,서울 강동구 양재대로143길 13 （명일동）
,여수동치즈갈매기 천호점,한식,024780334,서울 강동구 진황도로 17-1 （천호동）
,영국제과,제과점,024857480,서울 강동구 천호옛12길 57 （성내동）
,옛날소머리국밥,한식,024276602,"서울 강동구 동남로82길 69, 지하1층 （고덕동）"
,옛날짜장,중식,0234268600,서울 강동구 양재대로136길 54 （명일동）
,와줘서 고마워요,일반대중음식,024698521,서울 강동구 고덕로 133 상가동 3층 320-1
,이레,일반대중음식,024428462,"서울 강동구 고덕로 32, 1층 （암사동）"
,이효재만두,한식,024645556,"서울 강동구 강동대로53길 49, 101 （성내동）"
,지도리치킨,일반대중음식,024849288,서울 강동구 진황도로 154 （둔촌동）
,차이젠（해물왕짬뽕）,중식,025126635,"서울 강동구 성내로3길 16-11, 1층 （성내동）"
,천호유통,식품잡화,024719959,"서울 강동구 천호대로162길 45, 1층 （성내동）"
,천호지도리치킨,일반대중음식,024429146,"서울 강동구 구천면로34길 11, 1층 （천호동）"
,청담돈가스,양식,024836180,"서울 강동구 진황도로 12 （천호동,지하157호）"
,충무김밥,한식,024421851,"서울 강동구 상암로 28, 1층 （암사동）"
,쿡1015강일점,한식,0230131015,"서울 강동구 아리수로93길 27, 107 （강일동, 강일타워）"
,통통김치찌개,한식,023121490,"서울 강동구 성내로5길 26, 1층 101호 （성내동, 신우파인빌）"
,파리바게뜨,제과점,024768294,서울 강동구 풍성로37길 3 1층
,파리바게뜨,제과점,0234278200,서울 강동구 암사4동 452-15
,파리바게뜨 고덕리엔파크점,제과점,024268758,"서울 강동구 상일로 74 상가102호,103호"
,파리바게뜨 굽은다리역,제과점,024288240,서울 강동구 명일1동 353-4번지
,파리바게뜨 굽은다리역,제과점,024288240,서울 강동구 양재대로 1564 （명일동）
,파리바게뜨 명일역점,제과점,0234288200,"서울 강동구 양재대로 1636, 1층 （명일동, 유한빌딩）"
,파리바게뜨 상일중앙점,제과점,024277298,"서울 강동구 고덕로 391, 1층 （고덕동）"
,파리바게뜨 암사브라운스톤점,제과점,024863003,"서울 강동구 상암로 54 상가 104,105호 （천호동,브라운스톤암사아파트）"
,파리바게뜨（길동우성점）,제과점,024708280,서울 강동구 명일로 202 1층
,파리바게뜨강동구청점,제과점,024788204,서울 강동구 성내로 19 1층 105호
,파리바게뜨강일리버파크점,제과점,024268284,"서울 강동구 아리수로93길 27, 102-103호 （강일동, 강일타워）"
,팔미원,중식,024821611,서울 강동구 명일로 214 （길동）
,풍년보리밥,한식,024778368,"서울 강동구 진황도로 155, 1층 （둔촌동）"
,한끼만두,한식,07040628279,서울 강동구 고덕로10길 46 1층
